"","X","Year","Name.x","Event","Type","County","Form.of.government","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","Years.of.Potential.Life.Lost.Rate","Percent_FairOrPoor","Physically.Unhealthy.Days","Mentally.Unhealthy.Days","Precent.LBW","PercentSmokers","PercentObese","Food.Environment.Index","Percent.Physically.Inactive","Percent.With.AccessToExercise","PercentExcessive.Drinking","NumberChlamydia.Cases","Chlamydia.Rate","Teen.Births","Teen.Birth.Rate","PercentUninsured","NumberMedicare.Enrollees","PercentDiabetics","PercentReceiving.HbA1c","PercentUnemployed","PercentChildren.in.Poverty","PercentSingle.Parent.Households","NumberViolent.Crimes","Violent.Crime.Rate","T21year","MAYOR","LENGTH.OF.TERM","NEXT.ELECTION","mayor_ind","year_dummy","year_dummy-1","county_state_abb","Name.y","state_abb","pop16","pop16_labor_civil_empl","pop16_labor_civil_unempl","pop16_labor_civil","median_household_income","mean_household_income","pop_total_2015","male_2015","female_2015","white_male_2015","white_female_2015","black_male_2015","black_female_2015","hispanic_male_2015","hispanic_female_2015","educ_no_high_school_2000","votes_total_2012","votes_r_2012","votes_d_2012","prct_d_2012","prct_r_2012","votes_total_2016","prct_d_2016","prct_r_2016","votes_d_2016","votes_r_2016","tax"
"52",93,2013,"Amesbury",0,"City","Essex","Mayor-council","16283.0",1668,NA,25009,"Massachusetts",6262,5062.28,13.3,3.1,3.1,7.7,15,23.6,NA,22.3,NA,19.3,2312,311.1,4299,24.172870606,5.5,79986,7037,88.887309933,7.8,16.9,31.600784286,2623,353.12398062,NA,"Ken Gray","2 years","Nov. 7, 2017",1,2013,2012,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,2.51
"53",94,2014,"Amesbury",0,"City","Essex","Mayor-council","16283.0",1668,NA,25009,"Massachusetts",6262,5062.28,13,3,3.2,7.6,14.1,23.5,8.6893315931,21.6,91.987851859,19.4,2469,329.7,4156,23.260369502,5.4333729687,84440,7605,89.21761999,7.1352123652,17.1,31.958980369,2684.3333333,359.8075367,NA,"Ken Gray","2 years","Nov. 7, 2017",1,2014,2013,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,3.51
"54",95,2015,"Amesbury",0,"City","Essex","Mayor-council","16283.0",1668,NA,25009,"Massachusetts",6450,5035.77,13,3,3.2,7.6378112138,14.1,24.2,8.5,20.3,96.711470897,19.4,2709,358.5,4009,22.401779178,4.8491653685,86259,7888,89.148073022,7.4639212686,16.9,33.364384595,2772,370.18571607,NA,"Ken Gray","2 years","Nov. 7, 2017",1,2015,2014,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,3.51
"55",96,2016,"Amesbury",0,"City","Essex","Mayor-council","16283.0",1668,NA,25009,"Massachusetts",6582,5076.9,16.1,3.7,3.8,7.5831402481,14.8,24.3,8.5,20.6,96.724792406,20.4,2883,381.54199609,3758,21.030011696,4.7736040545,88608,8376,90.604106972,5.9682391661,15.5,33.949005748,2772,370.18571607,NA,"Ken Gray","2 years","Nov. 7, 2017",1,2016,2015,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,3.51
"56",97,2017,"Amesbury",0,"City","Essex","Mayor-council","16283.0",1668,NA,25009,"Massachusetts",6885,5232.2,13.519249126,3.1882789865,3.9939707657,7.5189781901,14.623649328,25.5,8.6,20.5,96.724792406,19.052302415,2622,343.8,3438,19.291521943,3.9892544489,90769,8693,90.797193144,5.1584152071,16.6,34.150092026,2904,382.17465803,NA,"Ken Gray","2 years","Nov. 7, 2017",1,2017,2016,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,3.51
"58",105,2011,"Amherst",0,"Town","Hampshire","Representative town meeting","37819.0",1775,"2015-08-15",25015,"Massachusetts",1236,4907.1,10.4,3.5,3.1,6.35,14.7,21.3,NA,NA,NA,18.4,NA,NA,438,6.9,9.7,32125,513,88.694,6.6,10.1,25.1,1177,254.8,2015,NA,NA,NA,0,2011,2010,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,2.51
"59",106,2012,"Amherst",0,"Town","Hampshire","Representative town meeting","37819.0",1775,"2015-08-15",25015,"Massachusetts",1260,5078.42,9.7,3.3,2.8,6.3,13.5,22.3,NA,17.1,NA,17.7,274,176.8,433,6.9,3.9,15964,1366,87.8477306,6.9,11.8,27.047547453,1167,253.83139679,2015,NA,NA,NA,0,2012,2011,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,2.51
"60",107,2013,"Amherst",0,"Town","Hampshire","Representative town meeting","37819.0",1775,"2015-08-15",25015,"Massachusetts",1256,4923.87,9.7,3.2,2.7,6.7,12.6,22.3,NA,17.1,NA,17.9,320,202.4,392,5.8021639703,4.8,15955,1344,90.178571429,5.9,12.3,28.958673916,388,251.01990291,2015,NA,NA,NA,0,2013,2012,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,2.51
"61",108,2014,"Amherst",0,"Town","Hampshire","Representative town meeting","37819.0",1775,"2015-08-15",25015,"Massachusetts",1256,4923.87,10,3.3,2.9,6.5,12.1,22.4,8.671357361,17.1,71.005819838,19.7,395,250.3,369,5.4491486628,4.7171977447,16592,1386,90.18759019,5.6084875265,12.7,28.884670515,382,244.06450459,2015,NA,NA,NA,0,2014,2013,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,3.51
"62",109,2015,"Amherst",1,"Town","Hampshire","Representative town meeting","37819.0",1775,"2015-08-15",25015,"Massachusetts",1210,4652.16,10,3.3,2.9,6.154410865,12.1,21.8,8.3,15.2,85.928643725,19.7,366,229,339,4.9760007046,4.2848697232,17265,1395,89.103942652,6.0659425559,12.1,30.256430426,385,245.34482099,2015,NA,NA,NA,0,2015,2014,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,3.51
"63",110,2016,"Amherst",2,"Town","Hampshire","Representative town meeting","37819.0",1775,"2015-08-15",25015,"Massachusetts",1228,4651.6,11.6,3.3,3.9,6.1287916459,14.5,21.3,8.1,16.1,85.651568826,23.5,355,222.15964204,305,4.4636976979,4.133329881,17746,1457,89.087165408,5.0320442245,12.5,30.994359642,385,245.34482099,2015,NA,NA,NA,0,2016,2015,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,3.51
"64",111,2017,"Amherst",2,"Town","Hampshire","Representative town meeting","37819.0",1775,"2015-08-15",25015,"Massachusetts",1344,4859.2,11.818070886,3.3806639708,4.0656681954,6.119326874,15.258144091,18.9,8.1,15.3,85.651568826,20.346192088,270,169.2,276,4.0058636555,3.8489137107,18899,1538,91.287386216,4.4266174179,11.6,30.952669168,390.66666667,248.897799,2015,NA,NA,NA,0,2017,2016,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,3.51
"66",119,2011,"Andover",0,"Town","Essex","Open town meeting","33201.0",1646,"2015-02-01",25009,"Massachusetts",6527,5591,13.3,3.2,3.2,7.66,16.9,23.4,NA,NA,NA,19.2,NA,NA,4372,25.5,8.8,158426,2524,86.3708,9,11.8,30.2,8176,371.3,2015,NA,NA,NA,0,2011,2010,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,2.51
"67",120,2012,"Andover",0,"Town","Essex","Open town meeting","33201.0",1646,"2015-02-01",25009,"Massachusetts",6421,5353.96,13.4,3.1,3.2,7.8,16.4,23.6,NA,22.3,NA,19.3,2256,306.3,4306,25.8,4.8,78396,6778,86.85452936,8.9,14.5,31.110802346,7925,357.03248117,2015,NA,NA,NA,0,2012,2011,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,2.51
"68",121,2013,"Andover",0,"Town","Essex","Open town meeting","33201.0",1646,"2015-02-01",25009,"Massachusetts",6262,5062.28,13.3,3.1,3.1,7.7,15,23.6,NA,22.3,NA,19.3,2312,311.1,4299,24.172870606,5.5,79986,7037,88.887309933,7.8,16.9,31.600784286,2623,353.12398062,2015,NA,NA,NA,0,2013,2012,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,2.51
"69",122,2014,"Andover",0,"Town","Essex","Open town meeting","33201.0",1646,"2015-02-01",25009,"Massachusetts",6262,5062.28,13,3,3.2,7.6,14.1,23.5,8.6893315931,21.6,91.987851859,19.4,2469,329.7,4156,23.260369502,5.4333729687,84440,7605,89.21761999,7.1352123652,17.1,31.958980369,2684.3333333,359.8075367,2015,NA,NA,NA,0,2014,2013,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,3.51
"70",123,2015,"Andover",1,"Town","Essex","Open town meeting","33201.0",1646,"2015-02-01",25009,"Massachusetts",6450,5035.77,13,3,3.2,7.6378112138,14.1,24.2,8.5,20.3,96.711470897,19.4,2709,358.5,4009,22.401779178,4.8491653685,86259,7888,89.148073022,7.4639212686,16.9,33.364384595,2772,370.18571607,2015,NA,NA,NA,0,2015,2014,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,3.51
"71",124,2016,"Andover",2,"Town","Essex","Open town meeting","33201.0",1646,"2015-02-01",25009,"Massachusetts",6582,5076.9,16.1,3.7,3.8,7.5831402481,14.8,24.3,8.5,20.6,96.724792406,20.4,2883,381.54199609,3758,21.030011696,4.7736040545,88608,8376,90.604106972,5.9682391661,15.5,33.949005748,2772,370.18571607,2015,NA,NA,NA,0,2016,2015,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,3.51
"72",125,2017,"Andover",2,"Town","Essex","Open town meeting","33201.0",1646,"2015-02-01",25009,"Massachusetts",6885,5232.2,13.519249126,3.1882789865,3.9939707657,7.5189781901,14.623649328,25.5,8.6,20.5,96.724792406,19.052302415,2622,343.8,3438,19.291521943,3.9892544489,90769,8693,90.797193144,5.1584152071,16.6,34.150092026,2904,382.17465803,2015,NA,NA,NA,0,2017,2016,"Essex, MA","essex","MA",607846,377044,34841,411885,68776,93006,776043,374383,401660,321296,347115,25233,25393,73522,75821,15.4,366357,150480,210302,57.4,41.07,385370,57.6874172872824,35.3727586475335,222310,136316,3.51
"74",133,2011,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",136,5053.1,7.1,3.3,3.2,4.82,15.6,18.4,NA,NA,NA,26.5,NA,NA,38,12.6,16.9,4904,85,92.9412,6.6,11.3,28.9,63,134.9,NA,NA,NA,NA,0,2011,2010,"Dukes, MA","dukes","MA",14100,8764,469,9233,65518,84712,17299,8567,8732,7745,7914,339,325,318,268,9.6,10968,2792,7978,72.74,25.46,11674,71.9547712866198,21.2180914853521,8400,2477,2.51
"75",134,2012,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",145,4922.1,6.5,2.7,3.1,4.9,16.2,18.8,NA,19.1,NA,29,19,122.4,35,11.8,6.4,2690,197,81.725888325,7.7,11.9,26.412698413,64,136.23978202,NA,NA,NA,NA,0,2012,2011,"Dukes, MA","dukes","MA",14100,8764,469,9233,65518,84712,17299,8567,8732,7745,7914,339,325,318,268,9.6,10968,2792,7978,72.74,25.46,11674,71.9547712866198,21.2180914853521,8400,2477,2.51
"76",135,2013,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",136,4328.04,8.7,3.7,3.4,5.3,14.9,18.8,NA,19.1,NA,27.7,17,102.8,32,10.28277635,8.3,3025,209,86.124401914,7.3,13.8,28.673323823,34,217.05102786,NA,NA,NA,NA,0,2013,2012,"Dukes, MA","dukes","MA",14100,8764,469,9233,65518,84712,17299,8567,8732,7745,7914,339,325,318,268,9.6,10968,2792,7978,72.74,25.46,11674,71.9547712866198,21.2180914853521,8400,2477,2.51
"77",136,2014,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",136,4328.04,NA,3.5,3.5,5,12.1,19.6,9.0263601252,20.3,78.996068945,26.3,38,226.6,31,10.143979058,7.329201499,3185,237,82.70042194,6.9009858551,13.5,31.746031746,39.666666667,243.22446143,NA,NA,NA,NA,0,2014,2013,"Dukes, MA","dukes","MA",14100,8764,469,9233,65518,84712,17299,8567,8732,7745,7914,339,325,318,268,9.6,10968,2792,7978,72.74,25.46,11674,71.9547712866198,21.2180914853521,8400,2477,3.51
"78",137,2015,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",137,4151.61,NA,3.5,3.5,5.4693877551,12.1,22.4,8.7,18.5,81.77199879,26.3,41,240.6,31,10.316139767,5.862887562,3405,243,89.711934156,7.3185160145,13.4,30.082592122,39.333333333,235.59477698,NA,NA,NA,NA,0,2015,2014,"Dukes, MA","dukes","MA",14100,8764,469,9233,65518,84712,17299,8567,8732,7745,7914,339,325,318,268,9.6,10968,2792,7978,72.74,25.46,11674,71.9547712866198,21.2180914853521,8400,2477,3.51
"79",138,2016,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",145,4294.5,12.1,3.2,3.9,5.742411813,14.6,21.6,8.4,20,80.411248866,20.1,24,140.83680535,25,8.4745762712,5.8891205868,3621,261,86.590038314,7.8410539737,13.4,33.892405063,39.333333333,235.59477698,NA,NA,NA,NA,0,2016,2015,"Dukes, MA","dukes","MA",14100,8764,469,9233,65518,84712,17299,8567,8732,7745,7914,339,325,318,268,9.6,10968,2792,7978,72.74,25.46,11674,71.9547712866198,21.2180914853521,8400,2477,3.51
"80",139,2017,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",141,4018.5,12.010883585,3.4023343891,3.9458101686,5.8873720137,14.88625646,22,8.2,17.7,80.411248866,18.971859852,13,75.3,19,6.5247252747,4.7229856792,3599,278,87.769784173,6.8610634648,13.4,37.690839695,31.5,209.59478342,NA,NA,NA,NA,0,2017,2016,"Dukes, MA","dukes","MA",14100,8764,469,9233,65518,84712,17299,8567,8732,7745,7914,339,325,318,268,9.6,10968,2792,7978,72.74,25.46,11674,71.9547712866198,21.2180914853521,8400,2477,3.51
"82",147,2011,"Arlington",0,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2015,NA,NA,NA,0,2011,2010,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,2.51
"83",148,2012,"Arlington",0,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2015,NA,NA,NA,0,2012,2011,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,2.51
"84",149,2013,"Arlington",0,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,2015,NA,NA,NA,0,2013,2012,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,2.51
"85",150,2014,"Arlington",0,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,2015,NA,NA,NA,0,2014,2013,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,3.51
"86",151,2015,"Arlington",1,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,2015,NA,NA,NA,0,2015,2014,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,3.51
"87",152,2016,"Arlington",2,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,2015,NA,NA,NA,0,2016,2015,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,3.51
"88",153,2017,"Arlington",2,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,2015,NA,NA,NA,0,2017,2016,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,3.51
"90",161,2011,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,2011,2010,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,2.51
"91",162,2012,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,2012,2011,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,2.51
"92",163,2013,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,2013,2012,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,2.51
"93",164,2014,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,2014,2013,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"94",165,2015,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,2015,2014,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"95",166,2016,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,2016,2015,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
