"","X","Year","Name","Event","Type","County","Form.of.government","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","Years.of.Potential.Life.Lost.Rate","Percent_FairOrPoor","Physically.Unhealthy.Days","Mentally.Unhealthy.Days","Precent.LBW","PercentSmokers","PercentObese","Food.Environment.Index","Percent.Physically.Inactive","Percent.With.AccessToExercise","PercentExcessive.Drinking","NumberChlamydia.Cases","Chlamydia.Rate","Teen.Births","Teen.Birth.Rate","PercentUninsured","NumberMedicare.Enrollees","PercentDiabetics","PercentReceiving.HbA1c","PercentUnemployed","PercentChildren.in.Poverty","PercentSingle.Parent.Households","NumberViolent.Crimes","Violent.Crime.Rate","T21year","MAYOR","LENGTH.OF.TERM","NEXT.ELECTION","mayor_ind","year_dummy","year_dummy-2"
"1383",2420,2016,"Mattapoisett",0,"Town","Plymouth","Open town meeting","6045.0",1857,NA,25023,"Massachusetts",4926,5551.6,13.3,3.3,4.2,7.3034462381,17.2,26.4,8.3,24.7,85.824549068,20.5,1490,298.14370527,1794,15.186401652,4.0607678789,64212,6734,90.406890407,6.0337647721,11.5,26.407406765,2023.6666667,431.83009609,NA,NA,NA,NA,0,2016,2014
"1384",2421,2017,"Mattapoisett",0,"Town","Plymouth","Open town meeting","6045.0",1857,NA,25023,"Massachusetts",5179,5736.3,12.932690816,3.2979653377,4.157563458,7.2241992883,16.179049691,27.8,8.3,22.9,85.824549068,22.659203492,1176,234.3,1613,13.689097097,3.3779891904,66023,6928,91.021939954,5.2292076211,12.4,27.678274419,1854.3333333,404.35479135,NA,NA,NA,NA,0,2017,2015
"1385",2428,2010,"Maynard",0,"Town","Middlesex","Open town meeting","10106.0",1871,"2016-09-01",25017,"Massachusetts",11392,4628.9,10.17,2.78,2.8,7.24,14.12,21.5,NA,NA,NA,16.27,2182,148.7,4169,12.9,12.2,263400,7329,85.7,4.3,7.7,6.3940957129617,10582,240.213000058793,2016,NA,NA,NA,0,2010,NA
"1386",2429,2011,"Maynard",0,"Town","Middlesex","Open town meeting","10106.0",1871,"2016-09-01",25017,"Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2016,NA,NA,NA,0,2011,NA
"1387",2430,2012,"Maynard",0,"Town","Middlesex","Open town meeting","10106.0",1871,"2016-09-01",25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2016,NA,NA,NA,0,2012,2010
"1388",2431,2013,"Maynard",0,"Town","Middlesex","Open town meeting","10106.0",1871,"2016-09-01",25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,2016,NA,NA,NA,0,2013,2011
"1389",2432,2014,"Maynard",0,"Town","Middlesex","Open town meeting","10106.0",1871,"2016-09-01",25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,2016,NA,NA,NA,0,2014,2012
"1390",2433,2015,"Maynard",0,"Town","Middlesex","Open town meeting","10106.0",1871,"2016-09-01",25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,2016,NA,NA,NA,0,2015,2013
"1391",2434,2016,"Maynard",1,"Town","Middlesex","Open town meeting","10106.0",1871,"2016-09-01",25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,2016,NA,NA,NA,0,2016,2014
"1392",2435,2017,"Maynard",2,"Town","Middlesex","Open town meeting","10106.0",1871,"2016-09-01",25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,2016,NA,NA,NA,0,2017,2015
"1393",2442,2010,"Medfield",0,"Town","Norfolk","Open town meeting","12024.0",1651,"2016-01-01",25021,"Massachusetts",5482,4833.1,9.3,2.93,2.79,6.92,14.21,19.1,NA,NA,NA,17.44,798,121.9,1130,8.1,9.5,141036,3749,85.06,4.6,6.3,6.26063259720236,3701,188.942595349388,2016,NA,NA,NA,0,2010,NA
"1394",2443,2011,"Medfield",0,"Town","Norfolk","Open town meeting","12024.0",1651,"2016-01-01",25021,"Massachusetts",5509,4814.5,9.2,2.9,2.8,7.06,13.6,19.4,NA,NA,NA,19.1,NA,NA,1135,8,8.5,141374,2055,84.4769,7.6,6,18.3,3689,187.4,2016,NA,NA,NA,0,2011,NA
"1395",2444,2012,"Medfield",0,"Town","Norfolk","Open town meeting","12024.0",1651,"2016-01-01",25021,"Massachusetts",5404,4670.49,9,2.9,2.7,7.2,12.9,20.2,NA,19.9,NA,19.1,991,150.2,1119,8,3.3,71914,5493,86.710358638,7.6,6.8,18.510114708,3855,198.65952489,2016,NA,NA,NA,0,2012,2010
"1396",2445,2013,"Medfield",0,"Town","Norfolk","Open town meeting","12024.0",1651,"2016-01-01",25021,"Massachusetts",5205,4535.71,9,2.9,2.8,7.2,12.6,20.2,NA,19.9,NA,19.2,1059,157.9,1051,7.128710185,3.6,73125,5684,88.142153413,6.2,6.7,18.512395597,1373,211.44871624,2016,NA,NA,NA,0,2013,2011
"1397",2446,2014,"Medfield",0,"Town","Norfolk","Open town meeting","12024.0",1651,"2016-01-01",25021,"Massachusetts",5205,4535.71,8.9,2.8,2.7,7.3,11.8,19.8,9.1574897929,20.1,91.132891108,19.4,1347,199.4,998,6.7164229327,3.1408700473,76531,6046,89.33178961,5.60043183,8,18.520170417,1403.3333333,213.27383956,2016,NA,NA,NA,0,2014,2012
"1398",2447,2015,"Medfield",0,"Town","Norfolk","Open town meeting","12024.0",1651,"2016-01-01",25021,"Massachusetts",5294,4367.63,8.9,2.8,2.7,7.3214631314,11.8,20.2,8.9,18.8,95.675635388,19.4,1484,217.6,917,6.1186769779,2.9359222889,79617,6188,90.303813833,6.0056451921,7.5,18.506847494,1356.3333333,203.20868968,2016,NA,NA,NA,0,2015,2013
"1399",2448,2016,"Medfield",1,"Town","Norfolk","Open town meeting","12024.0",1651,"2016-01-01",25021,"Massachusetts",5404,4413.1,10.4,2.9,3.2,7.2373692954,12.3,19.7,8.7,19.3,95.744652307,19.6,1431,209.87174504,867,5.7400872599,3.0107932103,81498,6582,90.398055302,4.9942696296,7,18.363838676,1356.3333333,203.20868968,2016,NA,NA,NA,0,2016,2014
"1400",2449,2017,"Medfield",2,"Town","Norfolk","Open town meeting","12024.0",1651,"2016-01-01",25021,"Massachusetts",5536,4512.4,11.184260205,3.0607782385,3.3826188357,7.2425536941,11.767660861,20.5,8.8,17.7,95.744652307,19.392190869,1996,290.2,778,5.1111578283,2.7209275435,82866,6828,91.15407147,4.3471768599,6.4,18.381335134,1303.6666667,193.10128263,2016,NA,NA,NA,0,2017,2015
"1401",2456,2010,"Medford",0,"City","Middlesex","Mayor-council","56173.0",1630,"2016-09-27",25017,"Massachusetts",11392,4628.9,10.17,2.78,2.8,7.24,14.12,21.5,NA,NA,NA,16.27,2182,148.7,4169,12.9,12.2,263400,7329,85.7,4.3,7.7,6.3940957129617,10582,240.213000058793,2016,"Stephanie Burke","2 years","Nov. 7, 2017",1,2010,NA
"1402",2457,2011,"Medford",0,"City","Middlesex","Mayor-council","56173.0",1630,"2016-09-27",25017,"Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2016,"Stephanie Burke","2 years","Nov. 7, 2017",1,2011,NA
"1403",2458,2012,"Medford",0,"City","Middlesex","Mayor-council","56173.0",1630,"2016-09-27",25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2016,"Stephanie Burke","2 years","Nov. 7, 2017",1,2012,2010
"1404",2459,2013,"Medford",0,"City","Middlesex","Mayor-council","56173.0",1630,"2016-09-27",25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,2016,"Stephanie Burke","2 years","Nov. 7, 2017",1,2013,2011
"1405",2460,2014,"Medford",0,"City","Middlesex","Mayor-council","56173.0",1630,"2016-09-27",25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,2016,"Stephanie Burke","2 years","Nov. 7, 2017",1,2014,2012
"1406",2461,2015,"Medford",0,"City","Middlesex","Mayor-council","56173.0",1630,"2016-09-27",25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,2016,"Stephanie Burke","2 years","Nov. 7, 2017",1,2015,2013
"1407",2462,2016,"Medford",1,"City","Middlesex","Mayor-council","56173.0",1630,"2016-09-27",25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,2016,"Stephanie Burke","2 years","Nov. 7, 2017",1,2016,2014
"1408",2463,2017,"Medford",2,"City","Middlesex","Mayor-council","56173.0",1630,"2016-09-27",25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,2016,"Stephanie Burke","2 years","Nov. 7, 2017",1,2017,2015
"1409",2470,2010,"Medway",0,"Town","Norfolk","Open town meeting","12752.0",1713,"2014-08-25",25021,"Massachusetts",5482,4833.1,9.3,2.93,2.79,6.92,14.21,19.1,NA,NA,NA,17.44,798,121.9,1130,8.1,9.5,141036,3749,85.06,4.6,6.3,6.26063259720236,3701,188.942595349388,2014,NA,NA,NA,0,2010,NA
"1410",2471,2011,"Medway",0,"Town","Norfolk","Open town meeting","12752.0",1713,"2014-08-25",25021,"Massachusetts",5509,4814.5,9.2,2.9,2.8,7.06,13.6,19.4,NA,NA,NA,19.1,NA,NA,1135,8,8.5,141374,2055,84.4769,7.6,6,18.3,3689,187.4,2014,NA,NA,NA,0,2011,NA
"1411",2472,2012,"Medway",0,"Town","Norfolk","Open town meeting","12752.0",1713,"2014-08-25",25021,"Massachusetts",5404,4670.49,9,2.9,2.7,7.2,12.9,20.2,NA,19.9,NA,19.1,991,150.2,1119,8,3.3,71914,5493,86.710358638,7.6,6.8,18.510114708,3855,198.65952489,2014,NA,NA,NA,0,2012,2010
"1412",2473,2013,"Medway",0,"Town","Norfolk","Open town meeting","12752.0",1713,"2014-08-25",25021,"Massachusetts",5205,4535.71,9,2.9,2.8,7.2,12.6,20.2,NA,19.9,NA,19.2,1059,157.9,1051,7.128710185,3.6,73125,5684,88.142153413,6.2,6.7,18.512395597,1373,211.44871624,2014,NA,NA,NA,0,2013,2011
"1413",2474,2014,"Medway",1,"Town","Norfolk","Open town meeting","12752.0",1713,"2014-08-25",25021,"Massachusetts",5205,4535.71,8.9,2.8,2.7,7.3,11.8,19.8,9.1574897929,20.1,91.132891108,19.4,1347,199.4,998,6.7164229327,3.1408700473,76531,6046,89.33178961,5.60043183,8,18.520170417,1403.3333333,213.27383956,2014,NA,NA,NA,0,2014,2012
"1414",2475,2015,"Medway",2,"Town","Norfolk","Open town meeting","12752.0",1713,"2014-08-25",25021,"Massachusetts",5294,4367.63,8.9,2.8,2.7,7.3214631314,11.8,20.2,8.9,18.8,95.675635388,19.4,1484,217.6,917,6.1186769779,2.9359222889,79617,6188,90.303813833,6.0056451921,7.5,18.506847494,1356.3333333,203.20868968,2014,NA,NA,NA,0,2015,2013
"1415",2476,2016,"Medway",2,"Town","Norfolk","Open town meeting","12752.0",1713,"2014-08-25",25021,"Massachusetts",5404,4413.1,10.4,2.9,3.2,7.2373692954,12.3,19.7,8.7,19.3,95.744652307,19.6,1431,209.87174504,867,5.7400872599,3.0107932103,81498,6582,90.398055302,4.9942696296,7,18.363838676,1356.3333333,203.20868968,2014,NA,NA,NA,0,2016,2014
"1416",2477,2017,"Medway",2,"Town","Norfolk","Open town meeting","12752.0",1713,"2014-08-25",25021,"Massachusetts",5536,4512.4,11.184260205,3.0607782385,3.3826188357,7.2425536941,11.767660861,20.5,8.8,17.7,95.744652307,19.392190869,1996,290.2,778,5.1111578283,2.7209275435,82866,6828,91.15407147,4.3471768599,6.4,18.381335134,1303.6666667,193.10128263,2014,NA,NA,NA,0,2017,2015
"1417",2484,2010,"Melrose",0,"City","Middlesex","Mayor-aldermen","26983.0",1850,"2014-07-01",25017,"Massachusetts",11392,4628.9,10.17,2.78,2.8,7.24,14.12,21.5,NA,NA,NA,16.27,2182,148.7,4169,12.9,12.2,263400,7329,85.7,4.3,7.7,6.3940957129617,10582,240.213000058793,2014,"Robert Dolan","4 years","Nov. 5, 2019",1,2010,NA
"1418",2485,2011,"Melrose",0,"City","Middlesex","Mayor-aldermen","26983.0",1850,"2014-07-01",25017,"Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2014,"Robert Dolan","4 years","Nov. 5, 2019",1,2011,NA
"1419",2486,2012,"Melrose",0,"City","Middlesex","Mayor-aldermen","26983.0",1850,"2014-07-01",25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2014,"Robert Dolan","4 years","Nov. 5, 2019",1,2012,2010
"1420",2487,2013,"Melrose",0,"City","Middlesex","Mayor-aldermen","26983.0",1850,"2014-07-01",25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,2014,"Robert Dolan","4 years","Nov. 5, 2019",1,2013,2011
"1421",2488,2014,"Melrose",1,"City","Middlesex","Mayor-aldermen","26983.0",1850,"2014-07-01",25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,2014,"Robert Dolan","4 years","Nov. 5, 2019",1,2014,2012
"1422",2489,2015,"Melrose",2,"City","Middlesex","Mayor-aldermen","26983.0",1850,"2014-07-01",25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,2014,"Robert Dolan","4 years","Nov. 5, 2019",1,2015,2013
"1423",2490,2016,"Melrose",2,"City","Middlesex","Mayor-aldermen","26983.0",1850,"2014-07-01",25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,2014,"Robert Dolan","4 years","Nov. 5, 2019",1,2016,2014
"1424",2491,2017,"Melrose",2,"City","Middlesex","Mayor-aldermen","26983.0",1850,"2014-07-01",25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,2014,"Robert Dolan","4 years","Nov. 5, 2019",1,2017,2015
"1425",2498,2010,"Mendon",0,"Town","Worcester","Open town meeting","5839.0",1667,"2015-08-01",25027,"Massachusetts",7182,6025.6,13,3.56,3.51,7.14,20.71,24,NA,NA,NA,18.44,1620,206.4,4652,25.1,9.5,102030,3059,82.25,5.8,11.9,9.10393517310936,9975,426.618058582037,2015,NA,NA,NA,0,2010,NA
"1426",2499,2011,"Mendon",0,"Town","Worcester","Open town meeting","5839.0",1667,"2015-08-01",25027,"Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,2015,NA,NA,NA,0,2011,NA
"1427",2500,2012,"Mendon",0,"Town","Worcester","Open town meeting","5839.0",1667,"2015-08-01",25027,"Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,2015,NA,NA,NA,0,2012,2010
"1428",2501,2013,"Mendon",0,"Town","Worcester","Open town meeting","5839.0",1667,"2015-08-01",25027,"Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,2015,NA,NA,NA,0,2013,2011
"1429",2502,2014,"Mendon",0,"Town","Worcester","Open town meeting","5839.0",1667,"2015-08-01",25027,"Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,2015,NA,NA,NA,0,2014,2012
"1430",2503,2015,"Mendon",1,"Town","Worcester","Open town meeting","5839.0",1667,"2015-08-01",25027,"Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,2015,NA,NA,NA,0,2015,2013
"1431",2504,2016,"Mendon",2,"Town","Worcester","Open town meeting","5839.0",1667,"2015-08-01",25027,"Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,2015,NA,NA,NA,0,2016,2014
"1432",2505,2017,"Mendon",2,"Town","Worcester","Open town meeting","5839.0",1667,"2015-08-01",25027,"Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,2015,NA,NA,NA,0,2017,2015
"1433",2512,2010,"Merrimac",0,"Town","Essex","Open town meeting","6338.0",1876,NA,25009,"Massachusetts",6493,5540.9,13.57,3.16,3.2,7.41,17.5,23.7,NA,NA,NA,17.11,1763,239.6,4450,26.5,12.6,158872,4767,84.6,5.6,14,9.98922394111523,8507,387.470143801662,NA,NA,NA,NA,0,2010,NA
"1434",2513,2011,"Merrimac",0,"Town","Essex","Open town meeting","6338.0",1876,NA,25009,"Massachusetts",6527,5591,13.3,3.2,3.2,7.66,16.9,23.4,NA,NA,NA,19.2,NA,NA,4372,25.5,8.8,158426,2524,86.3708,9,11.8,30.2,8176,371.3,NA,NA,NA,NA,0,2011,NA
"1435",2514,2012,"Merrimac",0,"Town","Essex","Open town meeting","6338.0",1876,NA,25009,"Massachusetts",6421,5353.96,13.4,3.1,3.2,7.8,16.4,23.6,NA,22.3,NA,19.3,2256,306.3,4306,25.8,4.8,78396,6778,86.85452936,8.9,14.5,31.110802346,7925,357.03248117,NA,NA,NA,NA,0,2012,2010
"1436",2515,2013,"Merrimac",0,"Town","Essex","Open town meeting","6338.0",1876,NA,25009,"Massachusetts",6262,5062.28,13.3,3.1,3.1,7.7,15,23.6,NA,22.3,NA,19.3,2312,311.1,4299,24.172870606,5.5,79986,7037,88.887309933,7.8,16.9,31.600784286,2623,353.12398062,NA,NA,NA,NA,0,2013,2011
"1437",2516,2014,"Merrimac",0,"Town","Essex","Open town meeting","6338.0",1876,NA,25009,"Massachusetts",6262,5062.28,13,3,3.2,7.6,14.1,23.5,8.6893315931,21.6,91.987851859,19.4,2469,329.7,4156,23.260369502,5.4333729687,84440,7605,89.21761999,7.1352123652,17.1,31.958980369,2684.3333333,359.8075367,NA,NA,NA,NA,0,2014,2012
"1438",2517,2015,"Merrimac",0,"Town","Essex","Open town meeting","6338.0",1876,NA,25009,"Massachusetts",6450,5035.77,13,3,3.2,7.6378112138,14.1,24.2,8.5,20.3,96.711470897,19.4,2709,358.5,4009,22.401779178,4.8491653685,86259,7888,89.148073022,7.4639212686,16.9,33.364384595,2772,370.18571607,NA,NA,NA,NA,0,2015,2013
"1439",2518,2016,"Merrimac",0,"Town","Essex","Open town meeting","6338.0",1876,NA,25009,"Massachusetts",6582,5076.9,16.1,3.7,3.8,7.5831402481,14.8,24.3,8.5,20.6,96.724792406,20.4,2883,381.54199609,3758,21.030011696,4.7736040545,88608,8376,90.604106972,5.9682391661,15.5,33.949005748,2772,370.18571607,NA,NA,NA,NA,0,2016,2014
"1440",2519,2017,"Merrimac",0,"Town","Essex","Open town meeting","6338.0",1876,NA,25009,"Massachusetts",6885,5232.2,13.519249126,3.1882789865,3.9939707657,7.5189781901,14.623649328,25.5,8.6,20.5,96.724792406,19.052302415,2622,343.8,3438,19.291521943,3.9892544489,90769,8693,90.797193144,5.1584152071,16.6,34.150092026,2904,382.17465803,NA,NA,NA,NA,0,2017,2015
"1441",2526,2010,"Methuen",0,"City","Essex","Mayor-council","47255.0",1725,"2015-09-01",25009,"Massachusetts",6493,5540.9,13.57,3.16,3.2,7.41,17.5,23.7,NA,NA,NA,17.11,1763,239.6,4450,26.5,12.6,158872,4767,84.6,5.6,14,9.98922394111523,8507,387.470143801662,2015,"Stephen Zanni","2 years","Nov. 7, 2017",1,2010,NA
"1442",2527,2011,"Methuen",0,"City","Essex","Mayor-council","47255.0",1725,"2015-09-01",25009,"Massachusetts",6527,5591,13.3,3.2,3.2,7.66,16.9,23.4,NA,NA,NA,19.2,NA,NA,4372,25.5,8.8,158426,2524,86.3708,9,11.8,30.2,8176,371.3,2015,"Stephen Zanni","2 years","Nov. 7, 2017",1,2011,NA
"1443",2528,2012,"Methuen",0,"City","Essex","Mayor-council","47255.0",1725,"2015-09-01",25009,"Massachusetts",6421,5353.96,13.4,3.1,3.2,7.8,16.4,23.6,NA,22.3,NA,19.3,2256,306.3,4306,25.8,4.8,78396,6778,86.85452936,8.9,14.5,31.110802346,7925,357.03248117,2015,"Stephen Zanni","2 years","Nov. 7, 2017",1,2012,2010
"1444",2529,2013,"Methuen",0,"City","Essex","Mayor-council","47255.0",1725,"2015-09-01",25009,"Massachusetts",6262,5062.28,13.3,3.1,3.1,7.7,15,23.6,NA,22.3,NA,19.3,2312,311.1,4299,24.172870606,5.5,79986,7037,88.887309933,7.8,16.9,31.600784286,2623,353.12398062,2015,"Stephen Zanni","2 years","Nov. 7, 2017",1,2013,2011
"1445",2530,2014,"Methuen",0,"City","Essex","Mayor-council","47255.0",1725,"2015-09-01",25009,"Massachusetts",6262,5062.28,13,3,3.2,7.6,14.1,23.5,8.6893315931,21.6,91.987851859,19.4,2469,329.7,4156,23.260369502,5.4333729687,84440,7605,89.21761999,7.1352123652,17.1,31.958980369,2684.3333333,359.8075367,2015,"Stephen Zanni","2 years","Nov. 7, 2017",1,2014,2012
"1446",2531,2015,"Methuen",1,"City","Essex","Mayor-council","47255.0",1725,"2015-09-01",25009,"Massachusetts",6450,5035.77,13,3,3.2,7.6378112138,14.1,24.2,8.5,20.3,96.711470897,19.4,2709,358.5,4009,22.401779178,4.8491653685,86259,7888,89.148073022,7.4639212686,16.9,33.364384595,2772,370.18571607,2015,"Stephen Zanni","2 years","Nov. 7, 2017",1,2015,2013
"1447",2532,2016,"Methuen",2,"City","Essex","Mayor-council","47255.0",1725,"2015-09-01",25009,"Massachusetts",6582,5076.9,16.1,3.7,3.8,7.5831402481,14.8,24.3,8.5,20.6,96.724792406,20.4,2883,381.54199609,3758,21.030011696,4.7736040545,88608,8376,90.604106972,5.9682391661,15.5,33.949005748,2772,370.18571607,2015,"Stephen Zanni","2 years","Nov. 7, 2017",1,2016,2014
"1448",2533,2017,"Methuen",2,"City","Essex","Mayor-council","47255.0",1725,"2015-09-01",25009,"Massachusetts",6885,5232.2,13.519249126,3.1882789865,3.9939707657,7.5189781901,14.623649328,25.5,8.6,20.5,96.724792406,19.052302415,2622,343.8,3438,19.291521943,3.9892544489,90769,8693,90.797193144,5.1584152071,16.6,34.150092026,2904,382.17465803,2015,"Stephen Zanni","2 years","Nov. 7, 2017",1,2017,2015
"1449",2540,2010,"Middleborough",0,"Town","Plymouth","Open town meeting","23116.0",1669,NA,25023,"Massachusetts",4805,6100.1,11.21,3.22,3.61,7.74,20.67,21.7,NA,NA,NA,18.63,961,194.7,2240,19.6,10,99007,3074,84.52,5.6,7.9,8.64117769214795,6271,427.577996676742,NA,NA,NA,NA,0,2010,NA
"1450",2541,2011,"Middleborough",0,"Town","Plymouth","Open town meeting","23116.0",1669,NA,25023,"Massachusetts",4693,5872.2,10.6,3.1,3.6,7.76,20.9,22.1,NA,NA,NA,20.7,NA,NA,2194,18.9,8.3,100457,1769,86.32,8.8,8.3,24.1,6299,427.6,NA,NA,NA,NA,0,2011,NA
"1451",2542,2012,"Middleborough",0,"Town","Plymouth","Open town meeting","23116.0",1669,NA,25023,"Massachusetts",4692,5675.99,10.2,3,3.6,7.8,19.9,23.1,NA,21,NA,21.1,1160,235.7,2213,19.5,4.4,53185,5117,86.456908345,9.1,10.9,24.728756039,6280,434.73023881,NA,NA,NA,NA,0,2012,2010
"1452",2543,2013,"Middleborough",0,"Town","Plymouth","Open town meeting","23116.0",1669,NA,25023,"Massachusetts",4854,5721.45,11,3.2,3.8,7.7,19.1,23.1,NA,21,NA,20.8,1414,285.7,2102,17.698071904,4.7,54940,5350,88.448598131,7.8,10.8,24.961102093,2179,443.299018,NA,NA,NA,NA,0,2013,2011
