"","X","Year","Name","Event","Type","County","Form.of.government","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","Years.of.Potential.Life.Lost.Rate","Percent_FairOrPoor","Physically.Unhealthy.Days","Mentally.Unhealthy.Days","Precent.LBW","PercentSmokers","PercentObese","Food.Environment.Index","Percent.Physically.Inactive","Percent.With.AccessToExercise","PercentExcessive.Drinking","NumberChlamydia.Cases","Chlamydia.Rate","Teen.Births","Teen.Birth.Rate","PercentUninsured","NumberMedicare.Enrollees","PercentDiabetics","PercentReceiving.HbA1c","PercentUnemployed","PercentChildren.in.Poverty","PercentSingle.Parent.Households","NumberViolent.Crimes","Violent.Crime.Rate","T21year","MAYOR","LENGTH.OF.TERM","NEXT.ELECTION","mayor_ind","year_dummy","year_dummy-2"
"238",417,2015,"Bernardston",0,"Town","Franklin","Open town meeting","2129.0",1762,NA,25011,"Massachusetts",696,5159.43,10.3,4,3.3,6.8550153307,18.7,22.1,8.4,18.1,79.980944908,18.2,110,153.8,318,21.013678715,4.1359735081,8510,769,90.117035111,6.5816633136,17.7,33.042126305,245,378.5518204,NA,NA,NA,NA,0,2015,2013
"239",418,2016,"Bernardston",0,"Town","Franklin","Open town meeting","2129.0",1762,NA,25011,"Massachusetts",762,5500.2,12.4,3.5,4,6.8456375839,15.4,21.6,8.1,17.8,72.234209494,19.7,184,257.19876992,300,20.498804236,4.2319614996,8891,811,90.012330456,5.2606299611,16.7,32.917894101,245,378.5518204,NA,NA,NA,NA,0,2016,2014
"240",419,2017,"Bernardston",0,"Town","Franklin","Open town meeting","2129.0",1762,NA,25011,"Massachusetts",806,6107.8,13.300617402,3.674788213,4.0251392425,6.6422354558,14.973397185,21,8.2,17.1,72.234209494,18.753851702,131,183.9,273,19.347980156,3.5833507198,9290,871,89.207807118,4.5169161943,16.9,31.497458019,225,371.64078028,NA,NA,NA,NA,0,2017,2015
"241",426,2010,"Beverly",0,"City","Essex","Mayor-council","39502.0",1668,NA,25009,"Massachusetts",6493,5540.9,13.57,3.16,3.2,7.41,17.5,23.7,NA,NA,NA,17.11,1763,239.6,4450,26.5,12.6,158872,4767,84.6,5.6,14,9.98922394111523,8507,387.470143801662,NA,"Michael Cahill","2 years","Nov. 7, 2017",1,2010,NA
"242",427,2011,"Beverly",0,"City","Essex","Mayor-council","39502.0",1668,NA,25009,"Massachusetts",6527,5591,13.3,3.2,3.2,7.66,16.9,23.4,NA,NA,NA,19.2,NA,NA,4372,25.5,8.8,158426,2524,86.3708,9,11.8,30.2,8176,371.3,NA,"Michael Cahill","2 years","Nov. 7, 2017",1,2011,NA
"243",428,2012,"Beverly",0,"City","Essex","Mayor-council","39502.0",1668,NA,25009,"Massachusetts",6421,5353.96,13.4,3.1,3.2,7.8,16.4,23.6,NA,22.3,NA,19.3,2256,306.3,4306,25.8,4.8,78396,6778,86.85452936,8.9,14.5,31.110802346,7925,357.03248117,NA,"Michael Cahill","2 years","Nov. 7, 2017",1,2012,2010
"244",429,2013,"Beverly",0,"City","Essex","Mayor-council","39502.0",1668,NA,25009,"Massachusetts",6262,5062.28,13.3,3.1,3.1,7.7,15,23.6,NA,22.3,NA,19.3,2312,311.1,4299,24.172870606,5.5,79986,7037,88.887309933,7.8,16.9,31.600784286,2623,353.12398062,NA,"Michael Cahill","2 years","Nov. 7, 2017",1,2013,2011
"245",430,2014,"Beverly",0,"City","Essex","Mayor-council","39502.0",1668,NA,25009,"Massachusetts",6262,5062.28,13,3,3.2,7.6,14.1,23.5,8.6893315931,21.6,91.987851859,19.4,2469,329.7,4156,23.260369502,5.4333729687,84440,7605,89.21761999,7.1352123652,17.1,31.958980369,2684.3333333,359.8075367,NA,"Michael Cahill","2 years","Nov. 7, 2017",1,2014,2012
"246",431,2015,"Beverly",0,"City","Essex","Mayor-council","39502.0",1668,NA,25009,"Massachusetts",6450,5035.77,13,3,3.2,7.6378112138,14.1,24.2,8.5,20.3,96.711470897,19.4,2709,358.5,4009,22.401779178,4.8491653685,86259,7888,89.148073022,7.4639212686,16.9,33.364384595,2772,370.18571607,NA,"Michael Cahill","2 years","Nov. 7, 2017",1,2015,2013
"247",432,2016,"Beverly",0,"City","Essex","Mayor-council","39502.0",1668,NA,25009,"Massachusetts",6582,5076.9,16.1,3.7,3.8,7.5831402481,14.8,24.3,8.5,20.6,96.724792406,20.4,2883,381.54199609,3758,21.030011696,4.7736040545,88608,8376,90.604106972,5.9682391661,15.5,33.949005748,2772,370.18571607,NA,"Michael Cahill","2 years","Nov. 7, 2017",1,2016,2014
"248",433,2017,"Beverly",0,"City","Essex","Mayor-council","39502.0",1668,NA,25009,"Massachusetts",6885,5232.2,13.519249126,3.1882789865,3.9939707657,7.5189781901,14.623649328,25.5,8.6,20.5,96.724792406,19.052302415,2622,343.8,3438,19.291521943,3.9892544489,90769,8693,90.797193144,5.1584152071,16.6,34.150092026,2904,382.17465803,NA,"Michael Cahill","2 years","Nov. 7, 2017",1,2017,2015
"249",440,2010,"Billerica",0,"Town","Middlesex","Representative town meeting","40243.0",1655,NA,25017,"Massachusetts",11392,4628.9,10.17,2.78,2.8,7.24,14.12,21.5,NA,NA,NA,16.27,2182,148.7,4169,12.9,12.2,263400,7329,85.7,4.3,7.7,6.3940957129617,10582,240.213000058793,NA,NA,NA,NA,0,2010,NA
"250",441,2011,"Billerica",0,"Town","Middlesex","Representative town meeting","40243.0",1655,NA,25017,"Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,NA,NA,NA,NA,0,2011,NA
"251",442,2012,"Billerica",0,"Town","Middlesex","Representative town meeting","40243.0",1655,NA,25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,NA,NA,NA,NA,0,2012,2010
"252",443,2013,"Billerica",0,"Town","Middlesex","Representative town meeting","40243.0",1655,NA,25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,NA,NA,NA,NA,0,2013,2011
"253",444,2014,"Billerica",0,"Town","Middlesex","Representative town meeting","40243.0",1655,NA,25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,NA,NA,NA,NA,0,2014,2012
"254",445,2015,"Billerica",0,"Town","Middlesex","Representative town meeting","40243.0",1655,NA,25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,NA,NA,NA,NA,0,2015,2013
"255",446,2016,"Billerica",0,"Town","Middlesex","Representative town meeting","40243.0",1655,NA,25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,NA,NA,NA,NA,0,2016,2014
"256",447,2017,"Billerica",0,"Town","Middlesex","Representative town meeting","40243.0",1655,NA,25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,NA,NA,NA,NA,0,2017,2015
"257",454,2010,"Blackstone",0,"Town","Worcester","Open town meeting","9026.0",1845,"2016-07-01",25027,"Massachusetts",7182,6025.6,13,3.56,3.51,7.14,20.71,24,NA,NA,NA,18.44,1620,206.4,4652,25.1,9.5,102030,3059,82.25,5.8,11.9,9.10393517310936,9975,426.618058582037,2016,NA,NA,NA,0,2010,NA
"258",455,2011,"Blackstone",0,"Town","Worcester","Open town meeting","9026.0",1845,"2016-07-01",25027,"Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,2016,NA,NA,NA,0,2011,NA
"259",456,2012,"Blackstone",0,"Town","Worcester","Open town meeting","9026.0",1845,"2016-07-01",25027,"Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,2016,NA,NA,NA,0,2012,2010
"260",457,2013,"Blackstone",0,"Town","Worcester","Open town meeting","9026.0",1845,"2016-07-01",25027,"Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,2016,NA,NA,NA,0,2013,2011
"261",458,2014,"Blackstone",0,"Town","Worcester","Open town meeting","9026.0",1845,"2016-07-01",25027,"Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,2016,NA,NA,NA,0,2014,2012
"262",459,2015,"Blackstone",0,"Town","Worcester","Open town meeting","9026.0",1845,"2016-07-01",25027,"Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,2016,NA,NA,NA,0,2015,2013
"263",460,2016,"Blackstone",1,"Town","Worcester","Open town meeting","9026.0",1845,"2016-07-01",25027,"Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,2016,NA,NA,NA,0,2016,2014
"264",461,2017,"Blackstone",2,"Town","Worcester","Open town meeting","9026.0",1845,"2016-07-01",25027,"Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,2016,NA,NA,NA,0,2017,2015
"265",468,2010,"Blandford",0,"Town","Hampden","Open town meeting","1233.0",1741,NA,25013,"Massachusetts",5066,7380,15.4,3.79,3.93,8.47,20.68,25.9,NA,NA,NA,17.23,2224,482.9,5293,44.9,11.5,94024,3342,85.28,6.4,24.8,12.0903090240504,11667,848.110016595827,NA,NA,NA,NA,0,2010,NA
"266",469,2011,"Blandford",0,"Town","Hampden","Open town meeting","1233.0",1741,NA,25013,"Massachusetts",5008,7182.5,15.1,3.8,3.9,8.62,20.3,27.4,NA,NA,NA,18.7,NA,NA,5350,45.1,8.4,93531,1810,85.0276,9.7,23.8,41.7,10420,752,NA,NA,NA,NA,0,2011,NA
"267",470,2012,"Blandford",0,"Town","Hampden","Open town meeting","1233.0",1741,NA,25013,"Massachusetts",4881,6973.49,15.3,3.8,3.8,8.7,19.3,28.5,NA,26.4,NA,18.7,2385,517.5,5288,45.9,5.2,46476,4991,85.694249649,10.2,25.5,43.377030649,9590,701.50798615,NA,NA,NA,NA,0,2012,2010
"268",471,2013,"Blandford",0,"Town","Hampden","Open town meeting","1233.0",1741,NA,25013,"Massachusetts",4886,6847.84,15.1,3.7,3.8,8.7,18.6,28.5,NA,26.4,NA,19.3,2809,606.1,5200,41.644976575,6.3,46827,5148,87.043512044,9.2,25.4,44.048002503,3184,697.37338752,NA,NA,NA,NA,0,2013,2011
"269",472,2014,"Blandford",0,"Town","Hampden","Open town meeting","1233.0",1741,NA,25013,"Massachusetts",4886,6847.84,15,3.8,3.9,8.6,18.8,29.2,8.0488191963,26.8,88.188310427,19.4,2833,610.8,5085,40.707355343,5.667968043,46760,5227,89.17160895,8.5248841592,30.5,45.425212328,3073.6666667,670.45873454,NA,NA,NA,NA,0,2014,2012
"270",473,2015,"Blandford",0,"Town","Hampden","Open town meeting","1233.0",1741,NA,25013,"Massachusetts",4893,6638.1,15,3.8,3.9,8.4917874641,18.8,28.9,7.9,26.7,94.161902091,19.4,2858,613.4,4875,39.143421496,4.876221,47241,5295,88.498583569,8.9212544119,29.3,47.336153803,2941,640.7816912,NA,NA,NA,NA,0,2015,2013
"271",474,2016,"Blandford",0,"Town","Hampden","Open town meeting","1233.0",1741,NA,25013,"Massachusetts",4897,6600.5,18.9,4.4,4.5,8.3991662592,18.3,28.5,7.9,26.1,93.56016311,18.2,2686,576.49010673,4537,36.719597274,5.0463916992,47586,5383,88.853798997,7.8189522307,26.2,47.351683919,2941,640.7816912,NA,NA,NA,NA,0,2016,2014
"272",475,2017,"Blandford",0,"Town","Hampden","Open town meeting","1233.0",1741,NA,25013,"Massachusetts",4970,6486.4,18.605346606,4.4980706433,4.6422572462,8.2472879362,18.19831852,27.5,8,24.7,93.56016311,19.22387805,2375,508.2,4081,33.393612582,4.2016261345,47683,5305,90.518378888,6.7645011706,27.4,47.893761581,2790.6666667,604.90542753,NA,NA,NA,NA,0,2017,2015
"273",482,2010,"Bolton",0,"Town","Worcester","Open town meeting","4897.0",1738,NA,25027,"Massachusetts",7182,6025.6,13,3.56,3.51,7.14,20.71,24,NA,NA,NA,18.44,1620,206.4,4652,25.1,9.5,102030,3059,82.25,5.8,11.9,9.10393517310936,9975,426.618058582037,NA,NA,NA,NA,0,2010,NA
"274",483,2011,"Bolton",0,"Town","Worcester","Open town meeting","4897.0",1738,NA,25027,"Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,2011,NA
"275",484,2012,"Bolton",0,"Town","Worcester","Open town meeting","4897.0",1738,NA,25027,"Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,2012,2010
"276",485,2013,"Bolton",0,"Town","Worcester","Open town meeting","4897.0",1738,NA,25027,"Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,2013,2011
"277",486,2014,"Bolton",0,"Town","Worcester","Open town meeting","4897.0",1738,NA,25027,"Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,2014,2012
"278",487,2015,"Bolton",0,"Town","Worcester","Open town meeting","4897.0",1738,NA,25027,"Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,2015,2013
"279",488,2016,"Bolton",0,"Town","Worcester","Open town meeting","4897.0",1738,NA,25027,"Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,2016,2014
"280",489,2017,"Bolton",0,"Town","Worcester","Open town meeting","4897.0",1738,NA,25027,"Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,2017,2015
"281",496,2010,"Boston",0,"City","Suffolk","Mayor-council","6,17,594",1630,"2015-02-15",25025,"Massachusetts",6545,6767.2,17.36,3.43,3.45,8.85,18.61,21.4,NA,NA,NA,20.21,4459,648.5,5347,30.4,15.4,111360,4600,84.46,5.2,28.3,11.2633550842249,25241,1184.82433468929,2015,"Martin Walsh","4 years","Nov. 7, 2017",1,2010,NA
"282",497,2011,"Boston",0,"City","Suffolk","Mayor-council","6,17,594",1630,"2015-02-15",25025,"Massachusetts",6379,6489,17.4,3.5,3.5,8.93,17.6,21.3,NA,NA,NA,20.5,NA,NA,5156,29.1,9.1,108990,2306,84.1284,8.1,22.8,50.4,24805,1145.2,2015,"Martin Walsh","4 years","Nov. 7, 2017",1,2011,NA
"283",498,2012,"Boston",0,"City","Suffolk","Mayor-council","6,17,594",1630,"2015-02-15",25025,"Massachusetts",6282,6457.05,17.5,3.4,3.4,9,17,21.8,NA,21.4,NA,19.7,5703,778.4,5033,30.1,7,53696,6035,87.754763877,8.1,30,53.009500312,23462,1090.5411291,2015,"Martin Walsh","4 years","Nov. 7, 2017",1,2012,2010
"284",499,2013,"Boston",0,"City","Suffolk","Mayor-council","6,17,594",1630,"2015-02-15",25025,"Massachusetts",6132,6376.74,17.3,3.4,3.5,9.1,16.5,21.8,NA,21.4,NA,18.9,6017,833.4,4801,24.26352789,6.9,54458,6130,88.776508972,7.2,31.5,53.451563235,7534,1034.3073015,2015,"Martin Walsh","4 years","Nov. 7, 2017",1,2013,2011
"285",500,2014,"Boston",0,"City","Suffolk","Mayor-council","6,17,594",1630,"2015-02-15",25025,"Massachusetts",6132,6376.74,17,3.5,3.5,9.2,15.4,21.5,7.7087179173,21.5,99.839063299,18.9,6212,849.9,4612,23.279055916,6.4903179113,56229,6484,89.11165947,6.5992099995,26.2,52.482185648,7015.6666667,960.21146825,2015,"Martin Walsh","4 years","Nov. 7, 2017",1,2014,2012
"286",501,2015,"Boston",1,"City","Suffolk","Mayor-council","6,17,594",1630,"2015-02-15",25025,"Massachusetts",6070,5967.56,17,3.5,3.5,8.9433201404,15.4,21.2,7.4,19.9,99.629513187,18.9,6084,817.3,4378,22.082448539,5.9281396846,57236,6601,90.062111801,6.9754284734,28.7,52.689001543,6629,909.79293484,2015,"Martin Walsh","4 years","Nov. 7, 2017",1,2015,2013
"287",502,2016,"Boston",2,"City","Suffolk","Mayor-council","6,17,594",1630,"2015-02-15",25025,"Massachusetts",6078,5753,15.9,3.5,3.8,8.9268613838,15,20.6,7.6,19.5,99.629513187,21.8,5785,777.10880598,4098,20.759668088,5.3034141291,57568,6879,89.547899404,5.3575113684,31.5,51.797040169,6629,909.79293484,2015,"Martin Walsh","4 years","Nov. 7, 2017",1,2016,2014
"288",503,2017,"Boston",2,"City","Suffolk","Mayor-council","6,17,594",1630,"2015-02-15",25025,"Massachusetts",6123,5598.1,16.057401487,3.6284968487,4.1268910433,8.8136865011,14.108156024,21.3,7.6,18.1,99.629513187,22.758982012,3767,498.6,3740,19.047910078,5.3258477403,57435,6892,89.088798607,4.6191747567,29.3,50.668224191,6130.3333333,815.1601798,2015,"Martin Walsh","4 years","Nov. 7, 2017",1,2017,2015
"289",510,2010,"Bourne",0,"Town","Barnstable","Open town meeting","19754.0",1884,NA,25001,"Massachusetts",2518,6004.1,9.76,2.76,3.35,6.59,16.45,19.6,NA,NA,NA,15.22,305,135.7,742,17.6,11.9,95399,2412,85.57,5.8,10.2,5.86226752467446,3075,458.461180638178,NA,NA,NA,NA,0,2010,NA
"290",511,2011,"Bourne",0,"Town","Barnstable","Open town meeting","19754.0",1884,NA,25001,"Massachusetts",2473,5973.6,9,2.7,3.2,6.66,15.5,19.3,NA,NA,NA,19.4,NA,NA,749,17.6,9.4,95905,1280,85.9375,8.7,11.3,26.4,2993,448.6,NA,NA,NA,NA,0,2011,NA
"291",512,2012,"Bourne",0,"Town","Barnstable","Open town meeting","19754.0",1884,NA,25001,"Massachusetts",2412,5814.19,8.5,2.6,3.2,6.7,14.6,18.2,NA,18.3,NA,18.9,352,159.2,746,18,4.9,48500,3460,88.728323699,9.2,15.7,27.641280842,3025,449.5273647,NA,NA,NA,NA,0,2012,2010
"292",513,2013,"Bourne",0,"Town","Barnstable","Open town meeting","19754.0",1884,NA,25001,"Massachusetts",2391,5860.91,8.8,2.6,3.3,7.1,14.5,18.2,NA,18.3,NA,18,363,168.1,732,17.441029307,6,49010,3551,89.63672205,8.2,15.2,29.699951864,1030,465.86706134,NA,NA,NA,NA,0,2013,2011
"293",514,2014,"Bourne",0,"Town","Barnstable","Open town meeting","19754.0",1884,NA,25001,"Massachusetts",2391,5860.91,8.3,2.5,3.3,6.9,14.2,18,8.5642138397,17.5,74.798506633,17.9,436,202.1,695,16.863610997,5.9225914648,50311,3599,90.3584329,7.3777719178,15.4,30.479638502,1025,467.75601846,NA,NA,NA,NA,0,2014,2012
"294",515,2015,"Bourne",0,"Town","Barnstable","Open town meeting","19754.0",1884,NA,25001,"Massachusetts",2465,5631.84,8.3,2.5,3.3,6.9521735624,14.2,18.3,8.3,17.3,90.215296821,17.9,441,204.7,661,16.412573869,4.8112670288,52218,3734,89.850026781,7.5928582683,14.9,33.652988403,972.66666667,448.38432591,NA,NA,NA,NA,0,2015,2013
"295",516,2016,"Bourne",0,"Town","Barnstable","Open town meeting","19754.0",1884,NA,25001,"Massachusetts",2492,5708.9,9.2,2.9,3.6,6.8678113019,12.1,19.7,8,17.2,88.498202772,20.3,460,213.53337387,589,15.025510204,4.740021519,53328,3873,90.188484379,7.0085806573,13.4,33.315362352,972.66666667,448.38432591,NA,NA,NA,NA,0,2016,2014
"296",517,2017,"Bourne",0,"Town","Barnstable","Open town meeting","19754.0",1884,NA,25001,"Massachusetts",2522,6219.1,10.321993839,3.2377777896,3.6318499821,6.9769457445,11.935867023,19.9,8,15.8,88.498202772,21.024641889,211,98.1,524,13.750754455,4.0791221446,54208,3907,89.787560788,6.297380807,11.5,31.212544365,926.33333333,428.25001541,NA,NA,NA,NA,0,2017,2015
"297",524,2010,"Boxborough",0,"Town","Middlesex","Open town meeting","4996.0",1835,NA,25017,"Massachusetts",11392,4628.9,10.17,2.78,2.8,7.24,14.12,21.5,NA,NA,NA,16.27,2182,148.7,4169,12.9,12.2,263400,7329,85.7,4.3,7.7,6.3940957129617,10582,240.213000058793,NA,NA,NA,NA,0,2010,NA
"298",525,2011,"Boxborough",0,"Town","Middlesex","Open town meeting","4996.0",1835,NA,25017,"Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,NA,NA,NA,NA,0,2011,NA
"299",526,2012,"Boxborough",0,"Town","Middlesex","Open town meeting","4996.0",1835,NA,25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,NA,NA,NA,NA,0,2012,2010
"300",527,2013,"Boxborough",0,"Town","Middlesex","Open town meeting","4996.0",1835,NA,25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,NA,NA,NA,NA,0,2013,2011
"301",528,2014,"Boxborough",0,"Town","Middlesex","Open town meeting","4996.0",1835,NA,25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,NA,NA,NA,NA,0,2014,2012
"302",529,2015,"Boxborough",0,"Town","Middlesex","Open town meeting","4996.0",1835,NA,25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,NA,NA,NA,NA,0,2015,2013
"303",530,2016,"Boxborough",0,"Town","Middlesex","Open town meeting","4996.0",1835,NA,25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,NA,NA,NA,NA,0,2016,2014
"304",531,2017,"Boxborough",0,"Town","Middlesex","Open town meeting","4996.0",1835,NA,25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,NA,NA,NA,NA,0,2017,2015
"305",538,2010,"Boxford",0,"Town","Essex","Open town meeting","7965.0",1685,NA,25009,"Massachusetts",6493,5540.9,13.57,3.16,3.2,7.41,17.5,23.7,NA,NA,NA,17.11,1763,239.6,4450,26.5,12.6,158872,4767,84.6,5.6,14,9.98922394111523,8507,387.470143801662,NA,NA,NA,NA,0,2010,NA
"306",539,2011,"Boxford",0,"Town","Essex","Open town meeting","7965.0",1685,NA,25009,"Massachusetts",6527,5591,13.3,3.2,3.2,7.66,16.9,23.4,NA,NA,NA,19.2,NA,NA,4372,25.5,8.8,158426,2524,86.3708,9,11.8,30.2,8176,371.3,NA,NA,NA,NA,0,2011,NA
"307",540,2012,"Boxford",0,"Town","Essex","Open town meeting","7965.0",1685,NA,25009,"Massachusetts",6421,5353.96,13.4,3.1,3.2,7.8,16.4,23.6,NA,22.3,NA,19.3,2256,306.3,4306,25.8,4.8,78396,6778,86.85452936,8.9,14.5,31.110802346,7925,357.03248117,NA,NA,NA,NA,0,2012,2010
"308",541,2013,"Boxford",0,"Town","Essex","Open town meeting","7965.0",1685,NA,25009,"Massachusetts",6262,5062.28,13.3,3.1,3.1,7.7,15,23.6,NA,22.3,NA,19.3,2312,311.1,4299,24.172870606,5.5,79986,7037,88.887309933,7.8,16.9,31.600784286,2623,353.12398062,NA,NA,NA,NA,0,2013,2011
"309",542,2014,"Boxford",0,"Town","Essex","Open town meeting","7965.0",1685,NA,25009,"Massachusetts",6262,5062.28,13,3,3.2,7.6,14.1,23.5,8.6893315931,21.6,91.987851859,19.4,2469,329.7,4156,23.260369502,5.4333729687,84440,7605,89.21761999,7.1352123652,17.1,31.958980369,2684.3333333,359.8075367,NA,NA,NA,NA,0,2014,2012
"310",543,2015,"Boxford",0,"Town","Essex","Open town meeting","7965.0",1685,NA,25009,"Massachusetts",6450,5035.77,13,3,3.2,7.6378112138,14.1,24.2,8.5,20.3,96.711470897,19.4,2709,358.5,4009,22.401779178,4.8491653685,86259,7888,89.148073022,7.4639212686,16.9,33.364384595,2772,370.18571607,NA,NA,NA,NA,0,2015,2013
