"","Name","Type","County","Form of government","Population","FormYear","T21Date","Year","FIPS","State","Smoking rank","Diet and Exercise Rank","Alcohol useRank","Unsafe Sex Rank","Access to Care Rank","Quality of care Rank","Education Rank","Employment Rank","Income Rank","Family and social support Rank","Community Rank","Air Quality Rank","Built Enviornment Rank","Mortality Rank","Morbidity Rank","Health Behaviors Rank","Clinical Care Rank","Social Economic factors Rank","Physical Enviornment Rank","T21year","MAYOR","LENGTH OF TERM","NEXT ELECTION","mayor_ind"
"1649","Newton","City","Middlesex","Mayor-aldermen","85146.0",1688,2014-07-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2014,"Setti Warren","4 years","Nov. 7, 2017",1
"1650","Newton","City","Middlesex","Mayor-aldermen","85146.0",1688,2014-07-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2014,"Setti Warren","4 years","Nov. 7, 2017",1
"1651","Newton","City","Middlesex","Mayor-aldermen","85146.0",1688,2014-07-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2014,"Setti Warren","4 years","Nov. 7, 2017",1
"1652","Newton","City","Middlesex","Mayor-aldermen","85146.0",1688,2014-07-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2014,"Setti Warren","4 years","Nov. 7, 2017",1
"1653","Newton","City","Middlesex","Mayor-aldermen","85146.0",1688,2014-07-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2014,"Setti Warren","4 years","Nov. 7, 2017",1
"1654","Newton","City","Middlesex","Mayor-aldermen","85146.0",1688,2014-07-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2014,"Setti Warren","4 years","Nov. 7, 2017",1
"1655","Newton","City","Middlesex","Mayor-aldermen","85146.0",1688,2014-07-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2014,"Setti Warren","4 years","Nov. 7, 2017",1
"1656","Newton","City","Middlesex","Mayor-aldermen","85146.0",1688,2014-07-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2014,"Setti Warren","4 years","Nov. 7, 2017",1
"1657","Norfolk","Town","Norfolk","Open town meeting","11227.0",1870,2016-06-01,2011,"25021","Massachusetts",2,3,3,1,2,11,1,5,1,3,2,10,4,3,4,1,7,1,5,2016,NA,NA,NA,0
"1658","Norfolk","Town","Norfolk","Open town meeting","11227.0",1870,2016-06-01,2010,"25021","Massachusetts",3,1,4,1,1,10,1,5,3,2,1,13,2,4,4,1,4,3,6,2016,NA,NA,NA,0
"1659","Norfolk","Town","Norfolk","Open town meeting","11227.0",1870,2016-06-01,2012,"25021","Massachusetts",2,3,4,1,1,8,1,3,1,1,2,10,3,2,5,1,4,1,5,2016,NA,NA,NA,0
"1660","Norfolk","Town","Norfolk","Open town meeting","11227.0",1870,2016-06-01,2013,"25021","Massachusetts",2,3,4,1,1,9,1,3,1,1,1,11,4,3,5,1,3,1,9,2016,NA,NA,NA,0
"1661","Norfolk","Town","Norfolk","Open town meeting","11227.0",1870,2016-06-01,2014,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,1,5,2016,NA,NA,NA,0
"1662","Norfolk","Town","Norfolk","Open town meeting","11227.0",1870,2016-06-01,2015,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,2,2016,NA,NA,NA,0
"1663","Norfolk","Town","Norfolk","Open town meeting","11227.0",1870,2016-06-01,2016,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,5,2016,NA,NA,NA,0
"1664","Norfolk","Town","Norfolk","Open town meeting","11227.0",1870,2016-06-01,2017,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,9,2016,NA,NA,NA,0
"1665","North Adams","City","Berkshire","Mayor-council","13708.0",1878,2016-08-01,2011,"25003","Massachusetts",9,9,13,10,4,1,9,7,10,11,7,6,13,9,11,11,1,11,13,2016,"Richard Alcombright","2 years","Nov. 7, 2017",1
"1666","North Adams","City","Berkshire","Mayor-council","13708.0",1878,2016-08-01,2010,"25003","Massachusetts",10,10,10,10,5,2,8,7,11,11,8,8,13,10,11,11,1,11,12,2016,"Richard Alcombright","2 years","Nov. 7, 2017",1
"1667","North Adams","City","Berkshire","Mayor-council","13708.0",1878,2016-08-01,2012,"25003","Massachusetts",11,11,13,10,5,2,10,8,12,11,7,6,11,11,11,11,2,11,7,2016,"Richard Alcombright","2 years","Nov. 7, 2017",1
"1668","North Adams","City","Berkshire","Mayor-council","13708.0",1878,2016-08-01,2013,"25003","Massachusetts",9,11,13,11,6,3,10,7,12,11,7,6,6,11,11,11,4,11,6,2016,"Richard Alcombright","2 years","Nov. 7, 2017",1
"1669","North Adams","City","Berkshire","Mayor-council","13708.0",1878,2016-08-01,2014,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,2,11,12,2016,"Richard Alcombright","2 years","Nov. 7, 2017",1
"1670","North Adams","City","Berkshire","Mayor-council","13708.0",1878,2016-08-01,2015,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,3,10,13,2016,"Richard Alcombright","2 years","Nov. 7, 2017",1
"1671","North Adams","City","Berkshire","Mayor-council","13708.0",1878,2016-08-01,2016,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,7,3,11,14,2016,"Richard Alcombright","2 years","Nov. 7, 2017",1
"1672","North Adams","City","Berkshire","Mayor-council","13708.0",1878,2016-08-01,2017,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,5,11,4,2016,"Richard Alcombright","2 years","Nov. 7, 2017",1
"1673","North Andover","Town","Essex","Open town meeting","28352.0",1855,2015-09-01,2011,"25009","Massachusetts",6,10,4,11,7,9,7,11,9,8,6,8,7,7,9,7,11,9,7,2015,NA,NA,NA,0
"1674","North Andover","Town","Essex","Open town meeting","28352.0",1855,2015-09-01,2010,"25009","Massachusetts",6,11,5,11,12,3,6,9,12,7,5,11,4,6,8,8,7,10,7,2015,NA,NA,NA,0
"1675","North Andover","Town","Essex","Open town meeting","28352.0",1855,2015-09-01,2012,"25009","Massachusetts",6,9,6,12,9,7,9,9,8,8,5,8,10,7,9,7,7,8,11,2015,NA,NA,NA,0
"1676","North Andover","Town","Essex","Open town meeting","28352.0",1855,2015-09-01,2013,"25009","Massachusetts",6,9,5,12,10,8,9,9,11,8,5,2,11,5,8,7,8,9,7,2015,NA,NA,NA,0
"1677","North Andover","Town","Essex","Open town meeting","28352.0",1855,2015-09-01,2014,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,8,9,7,2015,NA,NA,NA,0
"1678","North Andover","Town","Essex","Open town meeting","28352.0",1855,2015-09-01,2015,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,7,9,9,6,2015,NA,NA,NA,0
"1679","North Andover","Town","Essex","Open town meeting","28352.0",1855,2015-09-01,2016,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,9,10,8,9,2015,NA,NA,NA,0
"1680","North Andover","Town","Essex","Open town meeting","28352.0",1855,2015-09-01,2017,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,10,9,14,2015,NA,NA,NA,0
"1681","North Attleborough","Town","Bristol","Representative town meeting","28712.0",1887,NA,2011,"25005","Massachusetts",14,14,10,12,12,10,13,14,11,12,12,12,6,12,12,13,12,12,8,NA,NA,NA,NA,0
"1682","North Attleborough","Town","Bristol","Representative town meeting","28712.0",1887,NA,2010,"25005","Massachusetts",14,14,12,12,10,11,13,14,10,12,12,4,1,12,12,14,12,12,1,NA,NA,NA,NA,0
"1683","North Attleborough","Town","Bristol","Representative town meeting","28712.0",1887,NA,2012,"25005","Massachusetts",14,14,11,11,13,10,12,14,11,12,12,12,7,13,12,14,14,12,12,NA,NA,NA,NA,0
"1684","North Attleborough","Town","Bristol","Representative town meeting","28712.0",1887,NA,2013,"25005","Massachusetts",14,14,11,10,12,10,12,14,9,12,12,9,10,12,12,14,11,12,12,NA,NA,NA,NA,0
"1685","North Attleborough","Town","Bristol","Representative town meeting","28712.0",1887,NA,2014,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13,12,12,4,NA,NA,NA,NA,0
"1686","North Attleborough","Town","Bristol","Representative town meeting","28712.0",1887,NA,2015,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,13,13,12,5,NA,NA,NA,NA,0
"1687","North Attleborough","Town","Bristol","Representative town meeting","28712.0",1887,NA,2016,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,12,7,NA,NA,NA,NA,0
"1688","North Attleborough","Town","Bristol","Representative town meeting","28712.0",1887,NA,2017,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,12,12,8,NA,NA,NA,NA,0
"1689","North Brookfield","Town","Worcester","Open town meeting","4680.0",1812,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"1690","North Brookfield","Town","Worcester","Open town meeting","4680.0",1812,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"1691","North Brookfield","Town","Worcester","Open town meeting","4680.0",1812,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"1692","North Brookfield","Town","Worcester","Open town meeting","4680.0",1812,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"1693","North Brookfield","Town","Worcester","Open town meeting","4680.0",1812,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"1694","North Brookfield","Town","Worcester","Open town meeting","4680.0",1812,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"1695","North Brookfield","Town","Worcester","Open town meeting","4680.0",1812,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"1696","North Brookfield","Town","Worcester","Open town meeting","4680.0",1812,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"1697","North Reading","Town","Middlesex","Open town meeting","14892.0",1853,2016-09-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2016,NA,NA,NA,0
"1698","North Reading","Town","Middlesex","Open town meeting","14892.0",1853,2016-09-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2016,NA,NA,NA,0
"1699","North Reading","Town","Middlesex","Open town meeting","14892.0",1853,2016-09-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2016,NA,NA,NA,0
"1700","North Reading","Town","Middlesex","Open town meeting","14892.0",1853,2016-09-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2016,NA,NA,NA,0
"1701","North Reading","Town","Middlesex","Open town meeting","14892.0",1853,2016-09-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2016,NA,NA,NA,0
"1702","North Reading","Town","Middlesex","Open town meeting","14892.0",1853,2016-09-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2016,NA,NA,NA,0
"1703","North Reading","Town","Middlesex","Open town meeting","14892.0",1853,2016-09-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2016,NA,NA,NA,0
"1704","North Reading","Town","Middlesex","Open town meeting","14892.0",1853,2016-09-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2016,NA,NA,NA,0
"1705","Northampton","City","Hampshire","Mayor-council","28549.0",1656,2016-09-19,2011,"25015","Massachusetts",3,5,6,2,3,5,4,1,5,5,4,7,11,4,6,3,2,4,10,2016,"David Narkewicz","4 years","Nov. 7, 2017",1
"1706","Northampton","City","Hampshire","Mayor-council","28549.0",1656,2016-09-19,2010,"25015","Massachusetts",4,7,3,2,3,5,3,3,8,5,3,9,8,2,6,5,3,4,8,2016,"David Narkewicz","4 years","Nov. 7, 2017",1
"1707","Northampton","City","Hampshire","Mayor-council","28549.0",1656,2016-09-19,2012,"25015","Massachusetts",3,4,5,2,2,4,3,1,5,5,3,7,8,5,4,2,1,3,10,2016,"David Narkewicz","4 years","Nov. 7, 2017",1
"1708","Northampton","City","Hampshire","Mayor-council","28549.0",1656,2016-09-19,2013,"25015","Massachusetts",2,4,3,3,3,2,4,1,5,5,3,1,8,4,3,2,1,3,4,2016,"David Narkewicz","4 years","Nov. 7, 2017",1
"1709","Northampton","City","Hampshire","Mayor-council","28549.0",1656,2016-09-19,2014,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,1,3,9,2016,"David Narkewicz","4 years","Nov. 7, 2017",1
"1710","Northampton","City","Hampshire","Mayor-council","28549.0",1656,2016-09-19,2015,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,4,14,2016,"David Narkewicz","4 years","Nov. 7, 2017",1
"1711","Northampton","City","Hampshire","Mayor-council","28549.0",1656,2016-09-19,2016,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,2,3,10,2016,"David Narkewicz","4 years","Nov. 7, 2017",1
"1712","Northampton","City","Hampshire","Mayor-council","28549.0",1656,2016-09-19,2017,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,2,3,6,2016,"David Narkewicz","4 years","Nov. 7, 2017",1
"1713","Northborough","Town","Worcester","Open town meeting","14155.0",1775,2015-07-01,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,2015,NA,NA,NA,0
"1714","Northborough","Town","Worcester","Open town meeting","14155.0",1775,2015-07-01,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,2015,NA,NA,NA,0
"1715","Northborough","Town","Worcester","Open town meeting","14155.0",1775,2015-07-01,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,2015,NA,NA,NA,0
"1716","Northborough","Town","Worcester","Open town meeting","14155.0",1775,2015-07-01,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,2015,NA,NA,NA,0
"1717","Northborough","Town","Worcester","Open town meeting","14155.0",1775,2015-07-01,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,2015,NA,NA,NA,0
"1718","Northborough","Town","Worcester","Open town meeting","14155.0",1775,2015-07-01,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,2015,NA,NA,NA,0
"1719","Northborough","Town","Worcester","Open town meeting","14155.0",1775,2015-07-01,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,2015,NA,NA,NA,0
"1720","Northborough","Town","Worcester","Open town meeting","14155.0",1775,2015-07-01,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,2015,NA,NA,NA,0
"1721","Northbridge","Town","Worcester","Open town meeting","15707.0",1775,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"1722","Northbridge","Town","Worcester","Open town meeting","15707.0",1775,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"1723","Northbridge","Town","Worcester","Open town meeting","15707.0",1775,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"1724","Northbridge","Town","Worcester","Open town meeting","15707.0",1775,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"1725","Northbridge","Town","Worcester","Open town meeting","15707.0",1775,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"1726","Northbridge","Town","Worcester","Open town meeting","15707.0",1775,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"1727","Northbridge","Town","Worcester","Open town meeting","15707.0",1775,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"1728","Northbridge","Town","Worcester","Open town meeting","15707.0",1775,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"1729","Northfield","Town","Franklin","Open town meeting","3032.0",1723,NA,2011,"25011","Massachusetts",8,11,7,6,10,6,11,6,12,9,5,3,14,6,7,8,8,10,6,NA,NA,NA,NA,0
"1730","Northfield","Town","Franklin","Open town meeting","3032.0",1723,NA,2010,"25011","Massachusetts",9,9,6,6,7,6,11,6,7,10,4,2,11,7,7,7,5,8,4,NA,NA,NA,NA,0
"1731","Northfield","Town","Franklin","Open town meeting","3032.0",1723,NA,2012,"25011","Massachusetts",9,10,8,6,7,5,11,6,10,10,6,3,14,6,10,9,6,9,6,NA,NA,NA,NA,0
"1732","Northfield","Town","Franklin","Open town meeting","3032.0",1723,NA,2013,"25011","Massachusetts",11,10,6,6,7,4,11,4,10,10,6,3,12,6,7,9,6,7,8,NA,NA,NA,NA,0
"1733","Northfield","Town","Franklin","Open town meeting","3032.0",1723,NA,2014,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,10,6,7,13,NA,NA,NA,NA,0
"1734","Northfield","Town","Franklin","Open town meeting","3032.0",1723,NA,2015,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,10,7,7,12,NA,NA,NA,NA,0
"1735","Northfield","Town","Franklin","Open town meeting","3032.0",1723,NA,2016,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,7,7,11,NA,NA,NA,NA,0
"1736","Northfield","Town","Franklin","Open town meeting","3032.0",1723,NA,2017,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,7,7,5,5,NA,NA,NA,NA,0
"1737","Norton","Town","Bristol","Open town meeting","19031.0",1711,NA,2011,"25005","Massachusetts",14,14,10,12,12,10,13,14,11,12,12,12,6,12,12,13,12,12,8,NA,NA,NA,NA,0
"1738","Norton","Town","Bristol","Open town meeting","19031.0",1711,NA,2010,"25005","Massachusetts",14,14,12,12,10,11,13,14,10,12,12,4,1,12,12,14,12,12,1,NA,NA,NA,NA,0
"1739","Norton","Town","Bristol","Open town meeting","19031.0",1711,NA,2012,"25005","Massachusetts",14,14,11,11,13,10,12,14,11,12,12,12,7,13,12,14,14,12,12,NA,NA,NA,NA,0
"1740","Norton","Town","Bristol","Open town meeting","19031.0",1711,NA,2013,"25005","Massachusetts",14,14,11,10,12,10,12,14,9,12,12,9,10,12,12,14,11,12,12,NA,NA,NA,NA,0
"1741","Norton","Town","Bristol","Open town meeting","19031.0",1711,NA,2014,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13,12,12,4,NA,NA,NA,NA,0
"1742","Norton","Town","Bristol","Open town meeting","19031.0",1711,NA,2015,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,13,13,12,5,NA,NA,NA,NA,0
"1743","Norton","Town","Bristol","Open town meeting","19031.0",1711,NA,2016,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,12,7,NA,NA,NA,NA,0
"1744","Norton","Town","Bristol","Open town meeting","19031.0",1711,NA,2017,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,12,12,8,NA,NA,NA,NA,0
"1745","Norwell","Town","Plymouth","Open town meeting","10506.0",1849,2016-03-31,2011,"25023","Massachusetts",13,7,12,7,11,12,8,10,3,6,8,2,3,8,8,10,14,7,3,2016,NA,NA,NA,0
"1746","Norwell","Town","Plymouth","Open town meeting","10506.0",1849,2016-03-31,2010,"25023","Massachusetts",11,7,13,7,9,12,9,9,2,6,7,3,6,11,10,9,11,7,2,2016,NA,NA,NA,0
"1747","Norwell","Town","Plymouth","Open town meeting","10506.0",1849,2016-03-31,2012,"25023","Massachusetts",13,7,12,7,10,13,4,10,4,6,8,2,9,8,7,10,13,6,3,2016,NA,NA,NA,0
"1748","Norwell","Town","Plymouth","Open town meeting","10506.0",1849,2016-03-31,2013,"25023","Massachusetts",12,7,12,7,8,13,7,9,4,6,8,13,9,9,10,10,10,6,14,2016,NA,NA,NA,0
"1749","Norwell","Town","Plymouth","Open town meeting","10506.0",1849,2016-03-31,2014,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,10,6,8,2016,NA,NA,NA,0
"1750","Norwell","Town","Plymouth","Open town meeting","10506.0",1849,2016-03-31,2015,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,11,8,6,9,2016,NA,NA,NA,0
"1751","Norwell","Town","Plymouth","Open town meeting","10506.0",1849,2016-03-31,2016,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,12,8,6,8,2016,NA,NA,NA,0
"1752","Norwell","Town","Plymouth","Open town meeting","10506.0",1849,2016-03-31,2017,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,12,8,6,11,2016,NA,NA,NA,0
"1753","Norwood","Town","Norfolk","Representative town meeting","28602.0",1872,2014-07-01,2011,"25021","Massachusetts",2,3,3,1,2,11,1,5,1,3,2,10,4,3,4,1,7,1,5,2014,NA,NA,NA,0
"1754","Norwood","Town","Norfolk","Representative town meeting","28602.0",1872,2014-07-01,2010,"25021","Massachusetts",3,1,4,1,1,10,1,5,3,2,1,13,2,4,4,1,4,3,6,2014,NA,NA,NA,0
"1755","Norwood","Town","Norfolk","Representative town meeting","28602.0",1872,2014-07-01,2012,"25021","Massachusetts",2,3,4,1,1,8,1,3,1,1,2,10,3,2,5,1,4,1,5,2014,NA,NA,NA,0
"1756","Norwood","Town","Norfolk","Representative town meeting","28602.0",1872,2014-07-01,2013,"25021","Massachusetts",2,3,4,1,1,9,1,3,1,1,1,11,4,3,5,1,3,1,9,2014,NA,NA,NA,0
"1757","Norwood","Town","Norfolk","Representative town meeting","28602.0",1872,2014-07-01,2014,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,1,5,2014,NA,NA,NA,0
"1758","Norwood","Town","Norfolk","Representative town meeting","28602.0",1872,2014-07-01,2015,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,2,2014,NA,NA,NA,0
"1759","Norwood","Town","Norfolk","Representative town meeting","28602.0",1872,2014-07-01,2016,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,5,2014,NA,NA,NA,0
"1760","Norwood","Town","Norfolk","Representative town meeting","28602.0",1872,2014-07-01,2017,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,9,2014,NA,NA,NA,0
"1761","Oak Bluffs","Town","Dukes","Open town meeting","4527.0",1880,NA,2011,"25007","Massachusetts",5,1,14,3,13,2,10,1,7,10,1,4,1,5,2,4,5,5,1,NA,NA,NA,NA,0
"1762","Oak Bluffs","Town","Dukes","Open town meeting","4527.0",1880,NA,2010,"25007","Massachusetts",1,1,14,4,13,7,12,2,6,9,10,6,10,5,1,2,13,6,9,NA,NA,NA,NA,0
"1763","Oak Bluffs","Town","Dukes","Open town meeting","4527.0",1880,NA,2012,"25007","Massachusetts",5,2,14,3,11,11,6,4,6,9,1,4,1,3,1,5,11,4,1,NA,NA,NA,NA,0
"1764","Oak Bluffs","Town","Dukes","Open town meeting","4527.0",1880,NA,2013,"25007","Massachusetts",5,2,14,2,13,5,3,7,6,9,2,10,1,1,2,5,13,5,1,NA,NA,NA,NA,0
"1765","Oak Bluffs","Town","Dukes","Open town meeting","4527.0",1880,NA,2014,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,13,5,2,NA,NA,NA,NA,0
"1766","Oak Bluffs","Town","Dukes","Open town meeting","4527.0",1880,NA,2015,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,10,5,3,NA,NA,NA,NA,0
"1767","Oak Bluffs","Town","Dukes","Open town meeting","4527.0",1880,NA,2016,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,13,5,2,NA,NA,NA,NA,0
"1768","Oak Bluffs","Town","Dukes","Open town meeting","4527.0",1880,NA,2017,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,13,7,2,NA,NA,NA,NA,0
